"","PERMNO","error","Fstat","df","pvalue","sig90","sig95","sig99"
"2344",41355,0.422643841270622,0.222009335567517,6,0.345843149671832,0,0,0
"2345",41371,NA,NA,NA,NA,NA,NA,NA
"2346",41419,NA,NA,0,NA,NA,NA,NA
"2347",41443,NA,NA,NA,NA,NA,NA,NA
"2348",41444,NA,NA,NA,NA,NA,NA,NA
"2349",41452,0.238179576635634,1.11259022477058,6,0.667869839331289,0,0,0
"2350",41574,0.859658269535418,0.585926006671442,6,0.526975664267109,0,0,0
"2351",41663,NA,NA,0,NA,NA,NA,NA
"2352",41929,0.224376159062871,1.57314328208115,4,0.721954787525577,0,0,0
"2353",41930,NA,NA,0,NA,NA,NA,NA
"2354",42024,0.586762488217506,2.16128420212551,2,0.720679636218958,0,0,0
"2355",42059,0.308415623378761,0.0717517085307437,6,0.202226288936478,0,0,0
"2356",42067,0.475912193917037,3.09682351353104,5,0.861237236068373,0,0,0
"2357",42083,NA,NA,0,NA,NA,NA,NA
"2358",42140,0.395699400428807,1.59090108006511,5,0.737156827325824,0,0,0
"2359",42200,0.383327777218971,0.175984209837451,6,0.310547062581679,0,0,0
"2360",42219,NA,NA,0,NA,NA,NA,NA
"2361",42286,0.29004997875488,1.45505506708761,6,0.726880627863852,0,0,0
"2362",42307,NA,NA,0,NA,NA,NA,NA
"2363",42358,0.222753792486122,2.19851373732839,6,0.811336851759213,0,0,0
"2364",42439,0.469915701295089,0.45589382269207,6,0.475298766444628,0,0,0
"2365",42455,1.20160754709541,0.595180423976854,6,0.530294022948919,0,0,0
"2366",42534,0.442329736310849,0.303333120369272,5,0.394496902112897,0,0,0
"2367",42550,0.859074565287733,0.247516441328781,6,0.363466765894043,0,0,0
"2368",42585,0.0828186799269206,6.58204063019511,6,0.957410648343731,1,1,0
"2369",42614,0.221360223369139,2.27098251543245,6,0.817463740259452,0,0,0
"2370",42796,0.45990757118298,0.415345991716868,6,0.456893648595212,0,0,0
"2371",42877,0.184846720194425,0.350071093489926,6,0.424328280584217,0,0,0
"2372",42906,0.238575721318467,6.36793955364602,6,0.954925122245945,1,1,0
"2373",42922,0.418655856899316,0.353590478466513,6,0.426188569768327,0,0,0
"2374",43123,0.580798688736063,0.175364266822236,6,0.310035348196294,0,0,0
"2375",43290,NA,NA,0,NA,NA,NA,NA
"2376",43334,0.620295401246333,0.107335627844381,6,0.245672182665999,0,0,0
"2377",43350,0.252207436297237,0.686534185744169,6,0.560944756989591,0,0,0
"2378",43449,0.192201898337672,0.59395411605341,6,0.529856730382386,0,0,0
"2379",43481,0.251338153792343,0.853402431157839,6,0.608770517678348,0,0,0
"2380",43553,0.313033088096651,0.798713747976339,6,0.594103774836806,0,0,0
"2381",43617,0.78547810195201,1.09943741818118,5,0.657594676561772,0,0,0
"2382",43634,0.615995372050444,4.02350860467092,6,0.908322206014063,1,0,0
"2383",43721,NA,NA,0,NA,NA,NA,NA
"2384",43757,0.996485458881046,1.42648453461995,6,0.722591214658755,0,0,0
"2385",43772,0.140046909691184,1.19412446851776,6,0.683579049219847,0,0,0
"2386",43837,0.397804955237079,1.11450029049146,6,0.668251623701753,0,0,0
"2387",44134,0.420835130676097,0.761545829504707,6,0.583602724700374,0,0,0
"2388",44185,NA,NA,NA,NA,NA,NA,NA
"2389",44206,0.122982378142943,1.66295851537497,6,0.75532039982863,0,0,0
"2390",44230,0.527584315546762,1.07708788401757,6,0.660646472950815,0,0,0
"2391",44274,0.316462686174127,0.46037343976341,6,0.477256696173537,0,0,0
"2392",44329,0.14807983102403,2.7017934144569,6,0.84865972904601,0,0,0
"2393",44506,0.307225455414106,2.55915936944901,6,0.8392259899369,0,0,0
"2394",44513,0.629583581782817,0.342975812186449,3,0.400741302735121,0,0,0
"2395",44601,0.309132350112955,1.05832530760499,6,0.656728820546814,0,0,0
"2396",44637,NA,NA,NA,NA,NA,NA,NA
"2397",44644,0.134351230859914,1.26922814712287,6,0.697056968622574,0,0,0
"2398",44688,NA,NA,NA,NA,NA,NA,NA
"2399",44768,0.54635757337508,0.359023731609882,6,0.429035388821806,0,0,0
"2400",44813,1.01077872154081,0.119961597785325,6,0.259101053966846,0,0,0
"2401",44943,0.967233743890259,0.158440813277327,6,0.295627231991947,0,0,0
"2402",44951,0.783277261817891,0.583424679256807,6,0.526071456383766,0,0,0
"2403",45225,0.871064434845683,0.900566592226277,6,0.62073032138933,0,0,0
"2404",45241,0.175573974346185,7.49610985159751,3,0.928535819901699,1,0,0
"2405",45277,0.470994733202112,0.141654568055108,4,0.274245725563495,0,0,0
"2406",45306,0.38592576423805,1.47243036115874,6,0.729440873969872,0,0,0
"2407",45356,0.304548514488999,1.47887562917867,6,0.730381468886727,0,0,0
"2408",45373,0.188994968516229,9.93541327705446,1,0.804424049913419,0,0,0
"2409",45437,0.344916806148685,3.94505482544899,4,0.882040152267679,0,0,0
"2410",45487,NA,NA,0,NA,NA,NA,NA
"2411",45495,0.390429730256923,0.335434188706497,6,0.416449769103501,0,0,0
"2412",45560,1.02837892077015,0.183080443365807,4,0.309229949782489,0,0,0
"2413",45583,NA,NA,0,NA,NA,NA,NA
